wavelength,wave_label,20041EW,20041err,20041label,Cernis52EW,Cernis52err,Cernis52label,23180EW,23180err,23180label,281159EW,281159err,281159label,23512EW,23512err,23512label,24534EW,24534err,24534label,24912EW,24912err,24912label,28482EW,28482err,28482label,37061EW,37061err,37061label,37903EW,37903err,37903label,43384EW,43384err,43384label,147084EW,147084err,147084label,147889EW,147889err,147889label,148579EW,148579err,148579label,166734EW,166734err,166734label,168625EW,168625err,168625label,175156EW,175156err,175156label,183143EW,183143err,183143label,190603EW,190603err,190603label,194279EW,194279err,194279label,CygOB25EW,CygOB25err,CygOB25label,CygOB212EW,CygOB212err,CygOB212label,204827EW,204827err,204827label,206267EW,206267err,206267label,223385EW,223385err,223385label
7069.6,7069,24.9,1.3,D,7.3,0.9,D,6.8,0.5,C,10.3,0.3,D,1.4,,L,,,R,13.8,1,D,6.5,0.9,D,2,,L,,,R,17.5,1,D,5.6,,L,10.8,0.5,D,2.7,,L,16.2,0.2,D,37.1,2.5,D,7.4,0.5,D,45.2,0.8,D,12.9,0.8,D,23.7,0.5,D,18.6,0.6,D,36.1,1.7,D,17.1,1.1,D,10.8,1,D,10.3,0.6,D
7077.9,7077,7.4,0.6,D,2.3,,L,2,0.6,D,3.2,0.4,D,1.8,,L,3.7,,L,3.2,0.4,D,6.4,,L,1.4,,L,1.7,,L,8.3,0.7,D,3.1,,L,1.1,,L,3.9,,L,13.4,0.7,D,2.9,,L,2.3,,L,15.9,0.9,D,10.2,0.5,D,5.2,0.4,D,14.5,0.5,D,14.8,0.5,D,4.5,0.4,D,6.9,0.8,D,4.6,0.6,D
7083.85,7083,8.7,0.4,D,3,,L,1.7,,L,3.4,0.4,D,0.8,,L,1.5,,L,3.1,0.2,D,3.2,,L,0.3,,L,1,,L,5.8,0.4,D,4.3,0.7,D,4,0.2,D,2.2,,L,11.1,0.6,D,4.9,,L,2.3,,L,7.8,0.3,D,2.9,0.4,D,1.6,,L,9.5,0.7,D,8.1,1.2,D,6.8,0.4,D,3.9,1,D,2.2,0.3,D
7085.37,7085,18.5,0.7,D,10.4,,L,4.5,0.7,D,8,0.6,D,2.2,,L,2.1,,L,1.9,0.5,D,5.8,,L,3.5,0.3,D,2.4,,L,12.1,0.7,D,6.1,,L,5.6,0.4,D,3.7,,L,28.8,0.3,D,8.1,1.3,D,3.6,,L,20.9,0.3,D,8.8,0.9,D,9.3,1.9,D,26.4,0.7,D,22,0.7,D,9.8,0.3,D,6.2,1.2,D,5.5,0.3,D
7086.77,7086,4.8,0.4,D,2,,L,1.7,,L,2.8,0.5,D,0.8,,L,1.3,,L,1,,L,3.7,,L,0.6,,L,0.4,,L,1.5,,L,4.1,,L,0.5,,L,1.7,,L,8,0.4,D,4.7,,L,1,,L,5.9,0.2,D,1,,L,3.5,0.7,D,5.9,0.6,D,4.2,0.2,D,3.3,0.3,D,1.9,0.4,D,1,,L
7092.63,7092,4,,L,6.1,,L,1.7,,L,3.2,,L,2,,L,2.8,,L,2.7,0.5,D,3.2,,L,1.6,,L,2.5,0.3,D,2.2,,L,8.3,,L,3.6,0.5,D,4.6,,L,6.6,0.5,D,7.1,,L,1.8,,L,8,0.5,D,4.4,,L,5.3,1,D,2.3,,L,8.4,0.8,D,8,0.9,D,3.1,,L,8.2,1,D
7094.51,7094,4.1,0.2,D,3.4,,L,1.5,,L,0.9,,L,0.8,,L,1.2,,L,0.5,,L,1.6,,L,0.6,,L,0.6,,L,2.6,0.7,D,3.4,,L,1.6,,L,2.1,,L,4.8,0.2,D,2.6,,L,1.1,,L,4.5,0.3,D,2.3,0.5,D,1.8,,L,1.7,0.5,D,,,R,1.5,,L,1,,L,1.6,,L
7096.43,7096,1.4,0.4,D,5.1,,L,,,R,0.5,,L,0.9,,L,1.5,,L,0.7,,L,2.5,,L,0.5,,L,0.7,,L,2,0.6,D,3.4,,L,1.1,,L,2.3,,L,4.1,0.3,D,2.8,,L,0.8,,L,1.3,,L,1.9,0.4,D,1,,L,2.6,0.3,D,4.7,0.6,D,1.2,0.2,D,1.8,0.3,D,1.2,,L
7101.24,7101,2.5,0.8,D,8.5,,L,3.2,,L,1.9,,L,1.2,,L,4.3,,L,1.9,,L,6.7,,L,4.4,0.5,D,4.1,0.5,D,2.2,,L,16.3,,L,1.6,,L,4.5,,L,5.1,0.6,D,5.1,,L,2.7,,L,12.3,1.2,D,3.2,,L,3.3,,L,7.6,1.4,D,11.7,1.1,D,1.2,,L,1.7,,L,2.5,,L
7105.25,7105,4.9,0.7,D,6,,L,8.1,0.8,D,1.6,0.5,D,0.6,,L,3.4,,L,2.9,0.3,D,3.5,,L,0.9,,L,0.4,,L,3.7,1,D,13.8,1.1,D,1.1,,L,6.4,0.8,D,6.4,0.8,D,20.5,1.8,D,1.1,,L,10.5,0.3,D,1.7,,L,19.4,1.2,D,7.1,0.9,D,5.5,0.7,D,0.9,,L,0.8,,L,3.2,0.6,D
7106.85,7106,4.2,0.9,D,7.6,,L,6.9,1.2,D,4.1,0.9,D,2.4,,L,5.6,,L,2.6,,L,6.5,,L,3.2,,L,2.4,,L,6.6,1.7,D,12.3,2.6,D,3.2,,L,6.5,,L,5.4,,L,20.1,1.7,D,7.6,,L,24.6,1.7,D,3.7,,L,11.1,1.7,D,5.7,1.9,D,8.5,2.5,D,2.1,,L,3.7,,L,,,R
7116.37,7116,8.4,0.6,D,3.8,,L,5.9,0.6,D,4.6,0.5,D,1.8,,L,1.9,,L,1.6,,L,2.8,,L,0.5,,L,1.1,,L,8.2,0.9,C,,,R,2.2,0.3,D,2.4,,L,10,0.3,D,20.5,1.6,D,1.2,0.3,D,4.9,0.2,D,1.9,,L,8.5,0.6,D,4.1,0.4,D,14.6,0.3,D,5.6,0.2,D,1.9,0.5,D,2.7,0.5,D
7119.84,7119,26.9,0.9,D,11.7,,L,,,R,11.5,0.4,D,2,,L,3.5,,L,9,1,D,4.2,,L,2.6,,L,2.1,,L,30.3,1.3,C,,,R,7.6,0.4,C,5.7,,L,31.4,1.6,D,31.9,1.6,D,7.7,0.5,D,40.3,1.6,D,22.5,1.1,D,20.1,0.6,D,29.6,0.7,D,38.4,0.6,D,9.7,0.2,C,1.7,,L,13.1,0.7,D
7124.74,7124,2.8,,L,10,,L,2.2,,L,2,,L,2.5,,L,4.6,,L,4.1,0.5,D,6.2,,L,2.2,0.5,D,2.3,,L,2.4,,L,7.9,,L,2.4,,L,7.9,,L,11.7,0.8,D,6.2,,L,4.6,0.7,D,9.6,1.8,D,2.7,,L,5,,L,5.3,,L,1.1,,L,2.1,,L,1.5,,L,3.2,0.2,D
7130.25,7130,7,1,D,9.1,,L,,,R,2.9,,L,2.2,,L,3,,L,9.9,0.7,D,9.4,,L,7.2,1.3,D,8.2,1.4,D,4.2,,L,,,R,1.7,,L,,,R,6.1,,L,17.5,2.1,D,2.6,,L,5.6,,L,,,R,19.8,1.4,D,6.9,,L,16,2.4,D,2.7,,L,2.2,,L,3.8,,L
7132.6,7132,2.5,,L,6.5,,L,5,0.6,D,1.3,,L,2.9,,L,1.9,,L,3.7,0.5,D,3.3,,L,3.1,0.4,D,4.7,0.7,D,0.9,,L,6.5,,L,2.3,,L,,,R,1.7,,L,7.8,2.1,D,2.5,,L,1.9,,L,3.3,,L,11.5,0.8,D,2.7,,L,11.1,0.4,D,2.2,,L,3.5,,L,3.8,,L
7136.79,7136,7.2,0.7,D,8.6,,L,2.8,,L,2.2,0.7,D,2.9,,L,6,,L,3,0.7,D,4.3,,L,1.9,,L,3.2,,L,6.4,1.1,D,9.3,,L,3.3,0.7,D,7.4,1,D,11.3,0.8,D,7.2,,L,2.4,,L,22.8,1.2,D,7.2,1.3,D,9.7,1,D,22.1,2.1,D,14.5,0.8,D,5.9,0.5,D,7.6,1.1,D,8.2,1.4,D
7138.62,7138,7.4,0.5,D,5.7,,L,1.2,,L,2,0.4,D,1.1,,L,1,,L,2.3,0.4,D,1.9,,L,0.9,,L,1.7,,L,6.5,0.6,D,5.8,1.7,D,5.3,0.4,D,3.2,,L,11,0.6,D,7.5,0.9,D,3.1,,L,14.7,0.8,D,11.1,1,D,7.2,0.8,D,14,1.1,D,17,0.5,D,2.4,0.5,D,3.5,0.7,D,7,0.6,D
7139.89,7139,3.8,0.4,D,6.6,,L,1.3,,L,1,0.3,D,1.1,,L,2.6,,L,1.2,,L,2.5,,L,1,,L,1.5,,L,5.4,0.6,D,4.4,,L,2.4,0.3,D,2.5,,L,4.9,0.4,D,3.5,,L,5.1,0.3,D,11.4,0.6,D,4.5,0.9,D,2.8,0.6,D,9.5,1.1,D,9.1,0.7,D,1.9,0.3,D,4.2,0.6,D,2.5,0.7,D
7142.93,7142,1.4,0.3,D,3.7,,L,1.1,,L,1.3,0.2,D,0.5,,L,2.2,,L,0.8,,L,1.7,,L,1,,L,0.9,,L,1.5,,L,4.9,,L,1.1,,L,2.3,,L,3.6,0.5,D,1.8,,L,0.6,,L,4.8,0.5,D,0.6,,L,1.2,,L,1.2,,L,1.8,,L,1.9,0.3,D,2.6,0.5,D,0.8,,L
7154.15,7154,2.8,0.7,D,9.1,,L,4.3,0.7,D,3.5,0.4,D,5,,L,5.1,,L,5.3,1.8,D,6.4,,L,2.7,,L,5,0.9,D,4.2,,L,6.9,,L,6.2,1.6,D,7.8,,L,14.8,0.5,D,4.4,,L,4,,L,11.2,0.9,D,4.7,1.4,D,8.2,1.3,D,4.7,,L,10.4,1.4,D,1.8,0.3,D,,,R,2.2,,L
7159.45,7159,5.7,0.3,D,2.3,,L,0.9,,L,1.6,0.1,D,0.5,,L,1.6,,L,1.7,,L,4.7,,L,0.6,,L,1.1,0.3,D,3,0.4,D,1.6,,L,1.7,,L,1.9,,L,14.5,0.6,D,2.1,,L,4.2,0.3,D,8.7,0.2,D,9.3,0.3,D,,,R,4.2,0.5,D,10,0.3,D,5.4,0.2,D,1.5,,L,1.8,,L
7160.32,7160,3.3,0.7,D,2.8,,L,1.5,,L,2.1,0.3,D,0.9,,L,5.4,,L,2,,L,4.5,,L,1.1,,L,1.3,,L,5.2,0.4,D,6.4,,L,1.5,,L,2.3,,L,5.1,0.6,D,11.8,1.4,D,3.1,,L,11.5,0.5,D,1.7,,L,,,R,4.6,0.4,D,6.4,0.6,D,3.8,0.5,D,3.6,,L,1.8,,L
7163.11,7163,5.7,0.7,D,12.1,1.2,D,4.1,0.3,D,1,0.3,D,1.8,0.2,D,1.6,,L,3.9,0.4,D,2,,L,0.8,,L,1.6,0.2,D,4.2,0.4,D,5.6,,L,1.4,,L,1.1,,L,6.5,0.5,D,2.3,,L,1,,L,13.4,0.2,D,2.4,,L,15,0.5,D,9.7,0.3,D,5.6,0.5,D,3.3,0.2,D,5.3,,L,2.9,,L
7166.05,7166,2.5,0.4,D,6.3,,L,0.4,,L,1.9,,L,2.6,,L,2.6,,L,2.2,0.4,D,4.8,,L,1.2,,L,1.9,,L,1.4,,L,,,R,1.6,,L,5.2,,L,4.1,0.4,D,3.9,,L,2.1,,L,3.7,0.2,D,0.7,,L,1.2,,L,6.5,1.8,D,2.3,0.5,D,1.5,,L,1.8,,L,2.7,,L
7198.58,7198,7,1.5,D,7.3,,L,2.9,,L,2.6,,L,11.1,,L,17.9,,L,3.1,,L,2.7,,L,0.5,,L,2.4,,L,4.3,0.5,D,8.4,,L,2.1,,L,3.3,,L,12.6,0.4,D,9.9,,L,,,R,8.1,0.5,D,,,R,14.4,,L,28.2,,L,11.6,0.5,D,2.3,0.3,D,23.2,,L,3.4,,L
7203.63,7203,11.6,0.4,D,,,R,2.1,0.5,C,9.2,0.2,D,5.7,,L,4.6,0.7,D,5.5,0.1,D,3.5,,L,,,R,,,R,,,R,2.1,,L,3.7,0.4,D,2.7,,L,21,1.4,D,3.4,,L,,,R,32.8,0.1,D,15.2,0.9,D,,,R,23.5,0.4,C,27.1,0.8,C,6.6,0.2,D,37.2,2.6,C,,,R
7224.16,7224,212.5,1.2,D,54.5,2.6,D,20.3,0.6,D,100.4,0.9,D,2.2,,L,3.1,,L,92.2,1.1,D,71.5,4.3,D,70.8,1,D,47.4,1.4,D,154.8,1.2,D,,,R,45,0.8,D,,,R,287.2,2.3,D,258.6,2.4,D,55.8,0.5,D,375,1.2,D,186.4,1.6,D,224.6,1.1,D,339.4,1,D,386.5,4.1,D,85.2,0.2,D,71.8,0.9,D,230.9,0.7,C
7248.99,7248,12.1,1.5,C,19.7,,L,4.9,,L,4,,L,8.7,,L,7.6,,L,11,,L,9,,L,3.8,,L,5.5,,L,10.5,,L,16.2,3.5,C,3.6,,L,8.4,,L,20.4,1.2,D,9.7,,L,,,R,30.4,3.4,D,10.5,1.5,D,24.2,1.1,D,6.9,,L,23.1,2.6,D,8.4,0.5,D,29.4,,L,12.4,2.5,C
7257.46,7257,7.3,1.5,D,9,,L,3.9,,L,3.7,,L,19.1,,L,6.1,,L,4.6,,L,8.8,,L,2.6,,L,4.5,1,D,9.4,1.8,D,10.3,,L,3.1,,L,13,,L,12.8,0.9,D,6.4,,L,12.8,0.8,C,18.1,2.1,D,8.1,1.1,D,7.8,,L,15.3,,L,16.9,2.3,D,2.5,,L,12.3,,L,8.9,,L
7268.4,7268,9.6,1.7,D,4.8,,L,11.5,0.8,D,3.8,,L,1.2,,L,4.4,,L,,,R,3.6,,L,1.1,,L,5.3,1,D,6.9,1.3,D,18.6,2.7,D,3.2,,L,4.1,,L,10.9,2.6,D,21.1,3.7,D,2.8,,L,17,2.9,D,4.6,,L,16.3,1.9,D,5.5,,L,26,1.4,D,2.5,0.5,D,,,R,2.4,,L
7276.59,7276,16.9,0.9,D,8.1,,L,3.9,1.1,D,3.5,0.8,D,2.8,,L,8.5,,L,2.3,,L,3.7,,L,2.8,,L,,,R,11.6,1.1,D,4.7,,L,2.1,,L,3.9,,L,26,0.8,D,6.8,,L,,,R,45.9,1,D,7.1,1.2,D,13.9,1.2,D,,,R,28.9,2,C,16.8,0.9,C,9.2,,L,,,R
7322.07,7322,5.8,0.4,D,,,R,1.1,,L,4.2,0.4,D,1.9,0.3,D,3.9,0.9,D,3.1,0.7,D,2.1,,L,1.1,,L,1.4,,L,6.5,0.1,D,10.6,,L,0.8,,L,2.3,,L,8.3,0.5,D,1.9,,L,0.9,,L,8.3,0.5,D,0.9,,L,4.4,0.6,D,10,0.9,D,10.1,0.7,D,1.8,0.3,D,6.3,,L,0.8,,L
7329.79,7329,29.3,2.8,D,18.6,,L,4.4,,L,6.8,1.3,D,3,,L,6.8,,L,4.2,,L,7.2,,L,4.6,,L,5,,L,6.7,2,D,,,R,4.1,,L,7.8,,L,20.7,1.3,D,9.9,,L,4.8,,L,22.5,2.3,D,9.4,1.7,D,8.8,,L,21.5,2.7,D,19.2,2.7,D,6.5,1,D,10.3,,L,17.5,1.1,D
7334.53,7334,42.4,0.8,D,5.8,,L,1.1,,L,13.4,0.5,D,2,,L,2.3,,L,11,0.3,D,7.8,0.6,D,6.6,0.9,D,4.6,0.4,D,21.3,0.5,D,17.4,1.1,D,8.1,0.3,D,4.5,,L,36.3,0.3,D,31.2,0.8,D,2.2,,L,55.1,0.8,D,30.1,0.4,D,28.3,0.6,D,40.9,0.7,D,44.6,0.3,D,8.4,0.3,D,10.2,,L,,,R
7337.98,7337,2.4,,L,7.6,,L,4.8,0.5,D,1.4,,L,2.4,,L,2.9,,L,0.6,,L,7.5,1.3,D,2,0.2,D,1.9,0.3,D,1.7,,L,4.2,,L,2.1,,L,3,,L,1.8,,L,7.3,,L,2.3,,L,4.7,1.5,D,4.1,0.5,D,13,0.9,D,7.6,,L,2.9,0.6,D,2.6,,L,,,R,2.5,,L
7339.88,7339,2,,L,8.7,,L,1.6,,L,2.5,,L,2,,L,4.5,,L,3.1,,L,6,,L,1.3,,L,1.4,,L,2.9,,L,4.9,,L,3,,L,4.1,,L,5.3,0.6,D,4.1,,L,2,,L,5.7,0.5,D,1.6,,L,4,,L,7.2,0.6,D,2,,L,2.6,0.5,D,1.8,,L,6,0.8,D
7347.34,7347,2.7,,L,8.1,,L,2.1,,L,2,,L,2.9,,L,2.1,,L,6.4,0.9,D,8.1,,L,1.6,,L,2.7,,L,6.6,1.3,D,9.6,,L,4.7,1,D,4.3,,L,7.2,0.4,D,5.2,,L,2.3,,L,17.6,1.1,D,1.8,,L,5.5,,L,19,0.9,D,11.6,0.9,D,5,0.6,D,11.4,2,C,5.2,,L
7349.87,7349,7.8,0.4,D,4.8,,L,1.7,,L,2.4,0.6,D,2.1,,L,2.3,,L,1.7,,L,4.8,,L,1.4,,L,3.5,0.7,D,5.3,0.8,D,9,,L,1.4,,L,3.1,,L,12,0.4,D,3.5,,L,,,R,14.9,0.3,D,7.6,0.4,D,3.3,1,D,9.1,1.6,D,25.4,0.9,D,4,0.7,D,2.4,,L,5.3,,L
7354.9,7354,3.6,0.4,D,7,,L,6.8,0.6,C,1.8,,L,1.2,,L,2.9,,L,9.3,0.9,D,,,R,9.6,0.4,D,10.5,0.8,D,5,1,D,,,R,1.3,,L,3.7,,L,6.2,0.5,D,6,,L,,,R,13.8,0.3,D,9.7,0.6,D,17.9,1.7,D,9.3,0.8,D,20.4,1.1,D,2.2,0.3,D,2.4,,L,3.3,,L
7357.6,7357,21.4,0.9,D,7.5,,L,3.8,0.5,D,13.9,0.6,D,2.8,,L,3.3,,L,9.7,0.3,D,3.2,,L,2.7,0.4,D,4.1,0.4,D,23.2,0.9,D,9.1,,L,10.2,0.6,D,6.1,,L,36.9,0.4,D,22.3,1.4,D,7.3,1,D,43.2,0.7,D,34.6,1.2,D,31.3,2.2,D,51.2,0.6,D,56.5,0.7,D,12.1,0.3,D,,,R,13,1.2,C
7360.55,7360,6.4,1.1,D,5.3,,L,1.4,,L,1.8,0.3,D,1.5,,L,3.5,,L,3.2,0.1,D,,,R,0.9,,L,1.5,,L,6.6,0.6,D,6.3,,L,4,0.5,D,3.7,,L,8.5,0.2,D,2.4,,L,2.6,,L,9.8,1,D,8.1,0.7,D,6.6,1,D,11.9,0.6,D,14.7,0.4,D,2.6,0.6,D,3.1,,L,3.9,0.7,C
7363.89,7363,2.2,0.5,D,3.8,,L,0.7,,L,2.3,0.6,D,1.4,,L,7.1,,L,2,,L,4.4,,L,1.2,,L,1,,L,1.7,,L,8,,L,1.2,,L,4.3,,L,3.7,0.3,D,2.9,,L,1.7,,L,4.8,0.9,D,1.3,,L,3.8,,L,1.8,,L,7.3,0.5,D,0.8,,L,3.7,0.8,D,2.5,,L
7366.05,7366,10.9,0.8,D,8.6,,L,3.7,0.4,C,8.1,0.7,D,1.5,,L,3.8,,L,7.6,0.5,D,5.1,1.2,D,4.6,0.4,D,2.5,,L,8.9,0.9,D,7.7,,L,,,R,5.8,,L,16.6,0.8,D,9.7,,L,7.7,0.9,D,24.1,1.6,D,13.3,0.3,D,7.3,1.1,D,15.7,1,D,24.5,2,D,6.4,0.6,D,6.8,1.1,C,1.8,0.5,D
7367.08,7367,39.6,0.5,D,16.9,1.2,D,6,0.2,C,22.4,0.9,D,8.2,0.2,D,13.3,0.5,D,14.2,0.9,D,15.9,0.3,D,6,0.1,D,9.2,0.5,D,25,0.5,D,5.6,,L,25.2,0.3,D,8,,L,66.3,0.3,D,79.2,2,D,12.9,0.4,D,53.9,1.6,D,10.9,0.2,D,25.2,0.6,D,38.6,0.6,D,50.6,1.1,D,28.6,0.1,D,,,R,11.1,1.1,D
7375.85,7375,8,0.7,D,4.2,,L,1.7,,L,1.7,,L,1.6,,L,2.7,,L,4.6,0.5,D,2.4,,L,2.2,0.4,D,1.1,0.4,D,5.1,0.5,D,,,R,4.7,0.5,D,5.5,1.2,D,14.9,0.8,D,7.1,1.3,D,2.8,0.2,D,15,0.6,D,8.4,0.4,D,9.8,0.9,D,12.5,1.1,D,23.4,1.2,D,3.6,0.4,D,5.7,0.4,D,7.2,0.4,D
7382.53,7382,2.3,,L,5.2,,L,1.6,,L,1.2,0.2,D,1.4,,L,2.2,,L,1,,L,2.6,,L,1.4,,L,1.1,,L,2.3,0.7,D,2.9,,L,1,,L,4.7,,L,4.1,0.5,D,7.4,,L,0.9,,L,8,0.2,D,3.6,0.6,D,3.5,,L,5.1,0.8,D,4.8,0.2,D,1.9,,L,3.3,,L,3,,L
7385.85,7385,7.2,0.4,D,3.7,,L,0.7,,L,2.3,0.1,D,1,,L,2.5,,L,2.6,0.2,D,4.3,0.7,D,0.5,,L,0.9,,L,3.6,0.5,D,,,R,0.9,,L,2.1,,L,12.8,0.3,D,7.7,0.8,D,2.3,0.3,D,16.1,0.3,D,4.7,0.4,D,7,0.4,D,9.8,0.2,D,9.5,0.1,D,4.2,0.5,D,6.3,0.2,D,1.6,,L
7402.6,7402,16,1.7,D,12.6,,L,16,1.2,D,6.4,1.4,D,9.8,1.3,D,9.4,,L,12.8,1.3,D,30.5,5.9,D,15.1,1.1,D,13.2,1.5,D,17.6,2.4,C,,,R,12.5,0.9,D,6.6,,L,56.7,1.6,C,60.7,4.8,D,4.2,,L,69,3.2,D,9.5,2.2,D,34,1.4,D,28.1,3.7,D,38.9,1.7,D,6.2,1.6,D,9.5,1.7,D,6.3,,L
7405.73,7405,8.3,0.6,D,3.2,,L,1.3,0.2,D,3,0.4,D,1.8,,L,1.7,,L,1.2,,L,3.6,,L,0.5,,L,1.2,,L,5.9,0.4,D,,,R,1.1,,L,,,R,9,0.2,D,18.4,2,D,0.8,,L,15.3,0.6,D,3.9,0.3,D,8.3,1.4,D,16.7,0.6,D,13.7,1.1,D,1.6,0.4,D,1.2,0.4,D,6.3,0.5,D
7406.26,7406,18.2,1.6,D,7.9,,L,3.3,,L,6,1.6,D,6.8,,L,5.8,,L,3.7,,L,11.1,,L,3.4,,L,4.3,,L,12.9,2.6,D,,,R,2.6,,L,11.3,,L,13.5,0.8,D,25.5,3.5,D,3,,L,34.4,1.8,D,9.1,2.4,D,8.9,2.2,D,33.4,2.9,D,23.8,5.4,D,2.7,,L,5,1.4,D,16.3,2.6,D
7407.4,7407,7.2,0.4,D,3.2,,L,0.7,,L,1.9,0.4,D,1.2,,L,1.8,,L,1.1,,L,2.6,,L,1.2,,L,0.9,,L,5.7,0.7,D,,,R,1.1,,L,2.8,,L,3.6,0.3,D,3.3,,L,1.4,,L,8.6,0.7,D,3.3,0.4,D,1.6,0.4,D,10.7,1.2,D,7,0.9,D,1.3,,L,1.9,,L,4.7,0.5,D
7419.11,7419,7.4,0.4,D,5,,L,1.8,0.3,D,2.4,0.3,D,1,,L,1.7,0.4,D,2.4,0.2,D,2,,L,0.7,,L,0.9,0.3,D,4.7,0.4,D,,,R,0.8,,L,2.9,0.5,D,9.8,0.2,D,15.8,1.5,D,1,,L,11.9,0.7,D,1.9,0.3,D,11.3,0.7,D,7.9,0.5,D,17.7,1.3,D,2.5,0.1,D,2.7,0.2,D,9.8,0.4,D
7429.91,7429,8.2,,L,19.6,,L,0.2,,L,7,,L,8.6,,L,5.9,,L,24.7,2.9,D,16.7,,L,20.1,1.7,D,14.7,2,D,8.2,,L,,,R,6.5,,L,19.3,,L,13.1,,L,30,,L,8.3,,L,8.6,,L,8.8,,L,46.4,6.2,D,,,R,37.1,6.5,D,5.2,,L,7.6,,L,,,R
7451.36,7451,4.6,0.9,D,5.4,,L,3,,L,5.4,0.4,D,0.5,,L,2.9,0.9,D,3.7,,L,7,,L,1.1,,L,1.6,,L,6.4,0.5,D,,,R,5.2,0.6,D,,,R,12.4,1.3,D,19.4,0.9,D,6.4,0.8,D,17,0.8,D,5.4,1.6,D,16.1,0.6,D,9.4,0.7,D,14.7,0.6,D,7.9,1.2,D,7.9,0.6,D,2.1,,L
7458.26,7458,6.9,,L,18.3,,L,8.6,,L,2.3,,L,3.3,,L,5.5,,L,7.9,,L,8.9,,L,3.5,,L,2.9,,L,3.4,,L,11.7,,L,4.6,,L,8.3,,L,11.3,1.5,D,8.2,,L,5.6,,L,6.6,1.4,D,8,0.9,D,4.2,,L,24,1,D,12.9,2.3,D,5.9,1,D,4,,L,2.6,,L
7470.38,7470,7.1,0.7,C,3.4,,L,1.3,0.3,D,2.2,0.5,D,1.2,,L,2.9,0.3,D,2.4,,L,4.7,,L,0.5,,L,1.9,0.3,D,5.5,0.4,D,7.9,0.6,D,2.1,0.4,D,5.3,0.6,D,7.9,0.7,D,2.8,,L,4.8,0.2,D,9.5,0.7,C,5.8,0.7,D,11.5,0.5,D,10.6,0.3,D,10.7,0.3,D,6,0.9,D,3.7,0.2,D,5.3,0.8,D
7472.61,7472,3.3,0.5,D,5.8,,L,1.1,,L,1.2,0.2,D,0.8,,L,0.8,,L,1,,L,1.7,,L,1.2,,L,1.4,,L,2.8,0.3,D,2.2,,L,1.2,,L,1.3,,L,6.3,0.2,D,3.3,0.3,D,1.8,0.2,D,4,0.3,D,2.1,0.1,D,5.2,0.2,D,5.8,0.3,D,6.3,0.2,D,3.4,0.4,D,1.9,0.1,D,3.7,0.2,D
7478.38,7478,3.2,0.1,D,6.5,,L,2.4,,L,1.4,,L,2.1,0.3,D,0.9,,L,3.2,0.8,D,3.2,,L,1.8,,L,1.7,,L,1.7,,L,4,,L,1.4,,L,4.9,,L,1.7,,L,3,,L,2.4,,L,4.7,0.3,D,1,,L,1.6,,L,3.3,0.1,D,3.4,0.6,D,2,,L,1.1,,L,,,R
7481.8,7481,1.5,0.4,D,9.8,1.8,D,0.5,,L,0.4,,L,0.9,0.2,D,0.5,,L,0.6,,L,1,,L,0.4,,L,1.5,0.4,D,0.8,,L,1.9,,L,1.1,0.1,D,2,,L,3.5,0.3,D,0.7,,L,1.2,,L,4.7,0.5,D,0.6,,L,1.2,,L,3.3,0.2,D,2.2,0.4,D,2,0.2,D,1.4,0.4,D,0.7,,L
7482.93,7482,5.8,0.3,D,5.7,,L,2.5,,L,0.8,,L,0.5,,L,1.1,,L,2.9,0.7,D,1.3,,L,6,0.5,D,4.9,0.4,D,2,0.2,D,,,R,1,,L,,,R,6.5,0.1,D,4.2,,L,1.9,0.2,D,10.3,0.5,D,3,0.6,D,9.3,1,D,2.3,0.3,D,12.1,0.5,D,1.8,0.5,D,0.8,,L,4.5,0.2,D
7484.08,7484,1.1,,L,6.7,1.2,D,1.7,0.1,D,0.5,,L,0.7,,L,0.8,,L,2.3,,L,0.8,,L,7.9,0.5,D,4.7,0.6,D,0.6,,L,,,R,1.8,,L,,,R,2.4,0.3,D,7.5,0.8,D,0.4,,L,6,0.2,D,1.7,,L,12.6,0.5,D,0.7,,L,11.8,0.5,D,1.4,0.4,D,0.7,,L,1.7,,L
7493.09,7493,6.5,0.7,D,8.8,2.2,D,4.5,0.7,D,0.8,,L,0.9,,L,3.2,,L,6.1,1.7,D,5.8,,L,3.3,,L,6.3,1.2,D,1.9,,L,,,R,5.3,,L,3,,L,4.3,,L,25.1,1.2,D,1.7,,L,5.5,1,D,5.3,,L,6.2,0.6,D,2.1,,L,21.4,0.6,D,5.7,,L,2.9,0.7,D,4.6,,L
7495,7495,12.7,0.9,D,10.6,1.1,D,2.1,0.3,D,8.8,0.3,D,0.5,,L,4,0.3,D,5.1,0.5,D,8.8,1.1,C,2.8,0.2,D,5.2,0.6,D,7,0.3,D,,,R,15,0.8,D,,,R,28.6,0.3,D,38.8,1.1,D,1.2,,L,8.1,0.5,D,6.2,0.3,D,10.3,0.9,D,18.4,0.6,D,13.3,0.2,D,14,0.4,D,6.1,0.8,D,,,R
7520.63,7520,1.2,0.2,D,3.2,,L,1.2,,L,1.2,0.2,D,1.3,,L,3,0.5,D,1.3,,L,2.4,,L,1.1,,L,1.2,,L,1,0.3,D,2.5,,L,1.8,0.3,D,2.9,,L,4.7,0.2,D,2.1,,L,0.8,,L,7,0.4,D,1.1,,L,0.9,,L,7.9,0.4,D,4.3,0.2,D,2.7,0.3,D,2.1,0.3,D,1.1,,L
